db_id,Internal Name,Species,Disease,Tissue/Tumor,Posting Restriction,Institution,Investigator,Number of Samples,name,description,citation,user_agreement_file_path,readme_file_path,Type,Status,pubmed_id,date_released,last_modified_date,number_of_downloads,number_of_followers,version,curator,QC_statistician,ds_location_awss3
8,Bogardus_Pima,Human,Metabolic Disease,Muscle,unspecified,"NIDDK, National Institutes of Health ",Clifton Bogardus,225,Pima_Indian_Metabolic_Disease,"The Pima Indians have an extraordinarily high prevalence of type II diabetes and have been the subject of longitudinal genetic studies by NIDDK. This dataset comprises 225 skeletal muscle and adipose samples profiled on a exon array with accompanying genotypes (~1 million SNPs). Longitudinal clinical outcomes include a variety of tests to measure body composition, oral and intravenous glucose tolerance, measures of insulin sensitivity using the hyperinsulinemic, euglycemic clamp, measures of insulin secretory function, as well as measures of 24-hour energy expenditure and substrate oxidation rates in a human calorimeter. ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/pima_indian_metabolic_disease.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/pima_indian_metabolic_disease.txt,Other,Future,17852689,2009-10-12,2010-22-7,70,105,1.0.0,,,NA
9,BROAD_Cell_Lines,Human,Cancer,Cell Line,unspecified,BROAD Institute,Todd Golub,5,The_Connectivity_Map,"To pursue a systematic approach to the discovery of functional connections among diseases, genetic perturbation, and drug action, we have created the first installment of a reference collection of gene-expression profiles from cultured human cells treated with bioactive small molecules, together with pattern-matching software to mine these data. We demonstrate that this ""Connectivity Map"" resource can be used to find connections among small molecules sharing a mechanism of action, chemicals and physiological processes, and diseases and drugs. These results indicate the feasibility of the approach and suggest the value of a large-scale community Connectivity Map project. ","The Connectivity Map: using gene-expression signatures to connect small molecules, genes, and disease.Lamb J, Crawford ED, Peck D, Modell JW, Blat IC, Wrobel MJ, Lerner J, Brunet JP, Subramanian A, Ross KN, Reich M, Hieronymus H, Wei G, Armstrong SA, Haggarty SJ, Clemons PA, Wei R, Carr SA, Lander ES, Golub TR. Science. 2006 Sep 29;313(5795):1929-35. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/the_connectivity_map.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/the_connectivity_map.txt,GCD,Future,21194028,2009-3-10,2011-9-11,67,15,1.0.0,,,NA
10,BROAD_LCL,Human,Healthy,Lymphoblastoid Cell Line,unspecified,BROAD Institute,David Altschuler,269,HapMap_LCL_Drug_Response_BROAD,"Lymphoblastoid cell lines (LCLs), originally collected as renewable sources of DNA, are now being used as a model system to study genotype-phenotype relationships in human cells, including searches for QTLs influencing levels of individual mRNAs and responses to drugs and radiation. In the course of attempting to map genes for drug response using 269 LCLs from the International HapMap Project, we evaluated the extent to which biological noise and non-genetic confounders contribute to trait variability in LCLs. While drug responses could be technically well measured on a given day, we observed significant day-to-day variability and substantial correlation to non-genetic confounders, such as baseline growth rates and metabolic state in culture. After correcting for these confounders, we were unable to detect any QTLs with genome-wide significance for drug response. A much higher proportion of variance in mRNA levels may be attributed to non-genetic factors (intra-individual variance--i.e., biological noise, levels of the EBV virus used to transform the cells, ATP levels) than to detectable eQTLs. Finally, in an attempt to improve power, we focused analysis on those genes that had both detectable eQTLs and correlation to drug response; we were unable to detect evidence that eQTL SNPs are convincingly associated with drug response in the model. While LCLs are a promising model for pharmacogenetic experiments, biological noise and in vitro artifacts may reduce power and have the potential to create spurious association due to confounding. ","Genetic analysis of human traits in vitro: drug response and gene expression in lymphoblastoid cell lines. Choy E, Yelensky R, Bonakdar S, Plenge RM, Saxena R, De Jager PL, Shaw SY, Wolfish CS, Slavik JM, Cotsapas C, Rivas M, Dermitzakis ET, Cahir-McFarland E, Kieff E, Hafler D, Daly MJ, Altshuler D. PLoS Genet. 2008 Nov;4(11):e1000287.  ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/hapmap_lcl_drug_response_broad.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/hapmap_lcl_drug_response_broad.txt,Other,Future,17749729,2008-1-12,2009-28-3,25,7,1.0.0,,,NA
11,Bx129,Mouse,Healthy,Hypothalamus,Embargo,Northwestern University/ Merck & Co.,Fred Turek/ Merck & Co.,220,Mouse_Model_of_Sleep_Traits,"An F2 cross between C57BL/6J and 129SvJ mice.  EEG and EMG characterized sleep states were assigned for a total of 50 hrs that included 24 baseline, 6 sleep deprivation, and 20 recovery.  The objective of the study was to relate genes that control sleep patterns to psychiatric and sleep deprevation traits. ",Not yet published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_sleep_traits.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_sleep_traits.txt,GCD,Pending,17180529,2009-19-8,2010-23-12,57,99,1.0.0,,,NA
11,Bx129,Mouse,Healthy,Thalamus,Embargo,Northwestern University/ Merck & Co.,Fred Turek/ Merck & Co.,220,Mouse_Model_of_Sleep_Traits,"An F2 cross between C57BL/6J and 129SvJ mice.  EEG and EMG characterized sleep states were assigned for a total of 50 hrs that included 24 baseline, 6 sleep deprivation, and 20 recovery.  The objective of the study was to relate genes that control sleep patterns to psychiatric and sleep deprevation traits. ",Not yet published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_sleep_traits.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_sleep_traits.txt,GCD,Pending,15767491,2008-16-8,2009-5-8,28,28,1.0.0,,,NA
11,Bx129,Mouse,Healthy,Brain cortex,Embargo,Northwestern University/ Merck & Co.,Fred Turek/ Merck & Co.,220,Mouse_Model_of_Sleep_Traits,"An F2 cross between C57BL/6J and 129SvJ mice.  EEG and EMG characterized sleep states were assigned for a total of 50 hrs that included 24 baseline, 6 sleep deprivation, and 20 recovery.  The objective of the study was to relate genes that control sleep patterns to psychiatric and sleep deprevation traits. ",Not yet published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_sleep_traits.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_sleep_traits.txt,GCD,Pending,16902383,2009-1-11,2010-1-3,16,79,1.0.0,,,NA
11,Bx129,Mouse,Healthy,Hippocampus,Embargo,Northwestern University/ Merck & Co.,Fred Turek/ Merck & Co.,220,Mouse_Model_of_Sleep_Traits,"An F2 cross between C57BL/6J and 129SvJ mice.  EEG and EMG characterized sleep states were assigned for a total of 50 hrs that included 24 baseline, 6 sleep deprivation, and 20 recovery.  The objective of the study was to relate genes that control sleep patterns to psychiatric and sleep deprevation traits. ",Not yet published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_sleep_traits.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_sleep_traits.txt,GCD,Pending,17878222,2010-9-8,2010-21-12,37,35,1.0.0,,,NA
12,BxCast,Mouse,Metabolic Disease,Adipose,Embargo,UCLA,Jake Lusis,442,Mouse_Model_of_Diet_Induced_CVD,"An F2 cross between C57BL/6J (B6) and Castaneus (CAST) mice. All mice were maintained on a 12 h light–12 h dark cycle and fed ad libitum. Mice were fed Purina Chow containing 4% fat until 10 wk of age, and then fed western diet (Teklad 88137, Harlan Teklad) containing 42% fat and 0.15% cholesterol for the subsequent 8 wk. Designed to identify the genes and networks that regulate metabolic traits including body composition, lipids, glucose, and bone traits.  ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_diet_induced_cvd.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_diet_induced_cvd.txt,GCD,Future,24862927,2009-3-12,2010-28-6,73,81,1.0.0,,,NA
12,BxCast,Mouse,Metabolic Disease,Liver,Embargo,UCLA,Jake Lusis,442,Mouse_Model_of_Diet_Induced_CVD,"An F2 cross between C57BL/6J (B6) and Castaneus (CAST) mice. All mice were maintained on a 12 h light–12 h dark cycle and fed ad libitum. Mice were fed Purina Chow containing 4% fat until 10 wk of age, and then fed western diet (Teklad 88137, Harlan Teklad) containing 42% fat and 0.15% cholesterol for the subsequent 8 wk. Designed to identify the genes and networks that regulate metabolic traits including body composition, lipids, glucose, and bone traits.  ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_diet_induced_cvd.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_diet_induced_cvd.txt,GCD,Future,17801302,2008-30-8,2010-14-8,20,62,1.0.0,,,NA
12,BxCast,Mouse,Metabolic Disease,Brain,Embargo,UCLA,Jake Lusis,442,Mouse_Model_of_Diet_Induced_CVD,"An F2 cross between C57BL/6J (B6) and Castaneus (CAST) mice. All mice were maintained on a 12 h light–12 h dark cycle and fed ad libitum. Mice were fed Purina Chow containing 4% fat until 10 wk of age, and then fed western diet (Teklad 88137, Harlan Teklad) containing 42% fat and 0.15% cholesterol for the subsequent 8 wk. Designed to identify the genes and networks that regulate metabolic traits including body composition, lipids, glucose, and bone traits.  ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_diet_induced_cvd.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_diet_induced_cvd.txt,GCD,Future,24680185,2009-16-6,2009-13-12,47,106,1.0.0,,,NA
12,BxCast,Mouse,Metabolic Disease,Muscle,Embargo,UCLA,Jake Lusis,442,Mouse_Model_of_Diet_Induced_CVD,"An F2 cross between C57BL/6J (B6) and Castaneus (CAST) mice. All mice were maintained on a 12 h light–12 h dark cycle and fed ad libitum. Mice were fed Purina Chow containing 4% fat until 10 wk of age, and then fed western diet (Teklad 88137, Harlan Teklad) containing 42% fat and 0.15% cholesterol for the subsequent 8 wk. Designed to identify the genes and networks that regulate metabolic traits including body composition, lipids, glucose, and bone traits.  ",This study has not yet been published. ,/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_diet_induced_cvd.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_diet_induced_cvd.txt,GCD,Future,22875033,2009-26-5,2011-15-5,55,54,1.0.0,,,NA
15,BxH Wild type,Mouse,Diabetes,Adipose,Embargo,UCLA/  Merck & Co.,Jake Lusis/ Merck & Co.,309,Mouse_Model_of_Diabetes (BxH),"Genetic variants that are associated with common human diseases do not lead directly to disease, but instead act on intermediate, molecular phenotypes that in turn induce changes in higher-order disease traits. Therefore, identifying the molecular phenotypes that vary in response to changes in DNA and that also associate with changes in disease traits has the potential to provide the functional information required to not only identify and validate the susceptibility genes that are directly affected by changes in DNA, but also to understand the molecular networks in which such genes operate and how changes in these networks lead to changes in disease traits. Toward that end, we profiled more than 39,000 transcripts and we genotyped 782,476 unique single nucleotide polymorphisms (SNPs) in more than 400 human liver samples to characterize the genetic architecture of gene expression in the human liver, a metabolically active tissue that is important in a number of common human diseases, including obesity, diabetes, and atherosclerosis. This genome-wide association study of gene expression resulted in the detection of more than 6,000 associations between SNP genotypes and liver gene expression traits, where many of the corresponding genes identified have already been implicated in a number of human diseases. The utility of these data for elucidating the causes of common human diseases is demonstrated by integrating them with genotypic and expression data from other human and mouse populations. This provides much-needed functional support for the candidate susceptibility genes being identified at a growing number of genetic loci that have been identified as key drivers of disease from genome-wide association studies of disease. By using an integrative genomics approach, we highlight how the gene RPS26 and not ERBB3 is supported by our data as the most likely susceptibility gene for a novel type 1 diabetes locus recently identified in a large-scale, genome-wide association study. We also identify SORT1 and CELSR2 as candidate susceptibility genes for a locus recently associated with coronary artery disease and plasma low-density lipoprotein cholesterol levels in the process. ","Mapping the genetic architecture of gene expression in human liver. Schadt EE, Molony C, Chudin E, Hao K, Yang X, Lum PY, Kasarskis A, Zhang B, Wang S, Suver C, Zhu J, Millstein J, Sieberts S, Lamb J, GuhaThakurta D, Derry J, Storey JD, Avila-Campillo I, Kruger MJ, Johnson JM, Rohl CA, van Nas A, Mehrabian M, Drake TA, Lusis AJ, Smith RC, Guengerich FP, Strom SC, Schuetz E, Rushmore TH, Ulrich R.PLoS Biol. 2008 May 6;6(5):e107. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_diabetes (bxh).txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_diabetes (bxh).txt,GCD,Future,16806587,2009-1-5,2009-1-5,70,118,1.0.0,,,NA
15,BxH Wild type,Mouse,Diabetes,Liver,Embargo,UCLA/  Merck & Co.,Jake Lusis/ Merck & Co.,309,Mouse_Model_of_Diabetes (BxH),"Genetic variants that are associated with common human diseases do not lead directly to disease, but instead act on intermediate, molecular phenotypes that in turn induce changes in higher-order disease traits. Therefore, identifying the molecular phenotypes that vary in response to changes in DNA and that also associate with changes in disease traits has the potential to provide the functional information required to not only identify and validate the susceptibility genes that are directly affected by changes in DNA, but also to understand the molecular networks in which such genes operate and how changes in these networks lead to changes in disease traits. Toward that end, we profiled more than 39,000 transcripts and we genotyped 782,476 unique single nucleotide polymorphisms (SNPs) in more than 400 human liver samples to characterize the genetic architecture of gene expression in the human liver, a metabolically active tissue that is important in a number of common human diseases, including obesity, diabetes, and atherosclerosis. This genome-wide association study of gene expression resulted in the detection of more than 6,000 associations between SNP genotypes and liver gene expression traits, where many of the corresponding genes identified have already been implicated in a number of human diseases. The utility of these data for elucidating the causes of common human diseases is demonstrated by integrating them with genotypic and expression data from other human and mouse populations. This provides much-needed functional support for the candidate susceptibility genes being identified at a growing number of genetic loci that have been identified as key drivers of disease from genome-wide association studies of disease. By using an integrative genomics approach, we highlight how the gene RPS26 and not ERBB3 is supported by our data as the most likely susceptibility gene for a novel type 1 diabetes locus recently identified in a large-scale, genome-wide association study. We also identify SORT1 and CELSR2 as candidate susceptibility genes for a locus recently associated with coronary artery disease and plasma low-density lipoprotein cholesterol levels in the process. ","Mapping the genetic architecture of gene expression in human liver. Schadt EE, Molony C, Chudin E, Hao K, Yang X, Lum PY, Kasarskis A, Zhang B, Wang S, Suver C, Zhu J, Millstein J, Sieberts S, Lamb J, GuhaThakurta D, Derry J, Storey JD, Avila-Campillo I, Kruger MJ, Johnson JM, Rohl CA, van Nas A, Mehrabian M, Drake TA, Lusis AJ, Smith RC, Guengerich FP, Strom SC, Schuetz E, Rushmore TH, Ulrich R.PLoS Biol. 2008 May 6;6(5):e107. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_diabetes (bxh).txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_diabetes (bxh).txt,GCD,Future,16136639,2009-11-5,2009-30-9,31,111,1.0.0,,,NA
15,BxH Wild type,Mouse,Diabetes,Brain,Embargo,UCLA/  Merck & Co.,Jake Lusis/ Merck & Co.,309,Mouse_Model_of_Diabetes (BxH),"Genetic variants that are associated with common human diseases do not lead directly to disease, but instead act on intermediate, molecular phenotypes that in turn induce changes in higher-order disease traits. Therefore, identifying the molecular phenotypes that vary in response to changes in DNA and that also associate with changes in disease traits has the potential to provide the functional information required to not only identify and validate the susceptibility genes that are directly affected by changes in DNA, but also to understand the molecular networks in which such genes operate and how changes in these networks lead to changes in disease traits. Toward that end, we profiled more than 39,000 transcripts and we genotyped 782,476 unique single nucleotide polymorphisms (SNPs) in more than 400 human liver samples to characterize the genetic architecture of gene expression in the human liver, a metabolically active tissue that is important in a number of common human diseases, including obesity, diabetes, and atherosclerosis. This genome-wide association study of gene expression resulted in the detection of more than 6,000 associations between SNP genotypes and liver gene expression traits, where many of the corresponding genes identified have already been implicated in a number of human diseases. The utility of these data for elucidating the causes of common human diseases is demonstrated by integrating them with genotypic and expression data from other human and mouse populations. This provides much-needed functional support for the candidate susceptibility genes being identified at a growing number of genetic loci that have been identified as key drivers of disease from genome-wide association studies of disease. By using an integrative genomics approach, we highlight how the gene RPS26 and not ERBB3 is supported by our data as the most likely susceptibility gene for a novel type 1 diabetes locus recently identified in a large-scale, genome-wide association study. We also identify SORT1 and CELSR2 as candidate susceptibility genes for a locus recently associated with coronary artery disease and plasma low-density lipoprotein cholesterol levels in the process. ","Mapping the genetic architecture of gene expression in human liver. Schadt EE, Molony C, Chudin E, Hao K, Yang X, Lum PY, Kasarskis A, Zhang B, Wang S, Suver C, Zhu J, Millstein J, Sieberts S, Lamb J, GuhaThakurta D, Derry J, Storey JD, Avila-Campillo I, Kruger MJ, Johnson JM, Rohl CA, van Nas A, Mehrabian M, Drake TA, Lusis AJ, Smith RC, Guengerich FP, Strom SC, Schuetz E, Rushmore TH, Ulrich R.PLoS Biol. 2008 May 6;6(5):e107. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_diabetes (bxh).txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_diabetes (bxh).txt,GCD,Future,23898607,2009-29-3,2009-27-12,29,47,1.0.0,,,NA
15,BxH Wild type,Mouse,Diabetes,Muscle,Embargo,UCLA/  Merck & Co.,Jake Lusis/ Merck & Co.,309,Mouse_Model_of_Diabetes (BxH),"Genetic variants that are associated with common human diseases do not lead directly to disease, but instead act on intermediate, molecular phenotypes that in turn induce changes in higher-order disease traits. Therefore, identifying the molecular phenotypes that vary in response to changes in DNA and that also associate with changes in disease traits has the potential to provide the functional information required to not only identify and validate the susceptibility genes that are directly affected by changes in DNA, but also to understand the molecular networks in which such genes operate and how changes in these networks lead to changes in disease traits. Toward that end, we profiled more than 39,000 transcripts and we genotyped 782,476 unique single nucleotide polymorphisms (SNPs) in more than 400 human liver samples to characterize the genetic architecture of gene expression in the human liver, a metabolically active tissue that is important in a number of common human diseases, including obesity, diabetes, and atherosclerosis. This genome-wide association study of gene expression resulted in the detection of more than 6,000 associations between SNP genotypes and liver gene expression traits, where many of the corresponding genes identified have already been implicated in a number of human diseases. The utility of these data for elucidating the causes of common human diseases is demonstrated by integrating them with genotypic and expression data from other human and mouse populations. This provides much-needed functional support for the candidate susceptibility genes being identified at a growing number of genetic loci that have been identified as key drivers of disease from genome-wide association studies of disease. By using an integrative genomics approach, we highlight how the gene RPS26 and not ERBB3 is supported by our data as the most likely susceptibility gene for a novel type 1 diabetes locus recently identified in a large-scale, genome-wide association study. We also identify SORT1 and CELSR2 as candidate susceptibility genes for a locus recently associated with coronary artery disease and plasma low-density lipoprotein cholesterol levels in the process. ","Mapping the genetic architecture of gene expression in human liver. Schadt EE, Molony C, Chudin E, Hao K, Yang X, Lum PY, Kasarskis A, Zhang B, Wang S, Suver C, Zhu J, Millstein J, Sieberts S, Lamb J, GuhaThakurta D, Derry J, Storey JD, Avila-Campillo I, Kruger MJ, Johnson JM, Rohl CA, van Nas A, Mehrabian M, Drake TA, Lusis AJ, Smith RC, Guengerich FP, Strom SC, Schuetz E, Rushmore TH, Ulrich R.PLoS Biol. 2008 May 6;6(5):e107. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/mouse_model_of_diabetes (bxh).txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/mouse_model_of_diabetes (bxh).txt,GCD,Future,16967280,2008-16-8,2009-14-7,55,67,1.0.0,,,NA
16,Cambien_blood,Human,CVD,Blood,unspecified,JGUM/INSERM,Blankenberg/Cambien,1500,Gutenberg_Heart_Study_Monocytes,"Variability of gene expression in human may link gene sequence variability and phenotypes; however, non-genetic variations, alone or in combination with genetics, may also influence expression traits and have a critical role in physiological and disease processes. To get better insight into the overall variability of gene expression, we assessed the transcriptome of circulating monocytes, a key cell involved in immunity-related diseases and atherosclerosis, in 1,490 unrelated individuals and investigated its association with >675,000 SNPs and 10 common cardiovascular risk factors. Out of 12,808 expressed genes, 2,745 expression quantitative trait loci were detected (P<5.78x10(-12)), most of them (90%) being cis-modulated. Extensive analyses showed that associations identified by genome-wide association studies of lipids, body mass index or blood pressure were rarely compatible with a mediation by monocyte expression level at the locus. At a study-wide level (P<3.9x10(-7)), 1,662 expression traits (13.0%) were significantly associated with at least one risk factor. Genome-wide interaction analyses suggested that genetic variability and risk factors mostly acted additively on gene expression. Because of the structure of correlation among expression traits, the variability of risk factors could be characterized by a limited set of independent gene expressions which may have biological and clinical relevance. For example expression traits associated with cigarette smoking were more strongly associated with carotid atherosclerosis than smoking itself. This study demonstrates that the monocyte transcriptome is a potent integrator of genetic and non-genetic influences of relevance for disease pathophysiology and risk assessment. ","Genetics and beyond--the transcriptome of human monocytes and disease susceptibility. Zeller T, Wild P, Szymczak S, Rotival M, Schillert A, Castagne R, Maouche S, Germain M, Lackner K, Rossmann H, Eleftheriadis M, Sinning CR, Schnabel RB, Lubos E, Mennerich D, Rust W, Perret C, Proust C, Nicaud V, Loscalzo J, Hübner N, Tregouet D, Münzel T, Ziegler A, Tiret L, Blankenberg S, Cambien F. PLoS One. 2010 May 18;5(5):e10693. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/gutenberg_heart_study_monocytes.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/gutenberg_heart_study_monocytes.txt,GCD,Future,24869773,2010-29-4,2011-7-5,56,42,1.0.0,,,NA
17,CD4lymph_Asthma,Human,Asthma,Blood,unspecified,Brigham and Womens,Benjamin Raby,200,CAMP_Continuation_Study_Childhood_Asthma,"Genome-wide association studies of human gene expression promise to identify functional regulatory genetic variation that contributes to phenotypic diversity. However, it is unclear how useful this approach will be for the identification of disease-susceptibility variants. We generated gene expression profiles for 22 184 mRNA transcripts using RNA derived from peripheral blood CD4+ lymphocytes, and genome-wide genotype data for 516 512 autosomal markers in 200 subjects. We screened for cis-acting variants by testing variants mapping within 50 kb of expressed transcripts for association with transcript abundance using generalized linear models. Significant associations were identified for 1585 genes at a false discovery rate of 0.05 (corresponding to P-values ranging from 1 × 10(-91) to 7 × 10(-4)). Importantly, we identified evidence of regulatory variation for 119 previously mapped disease genes, including 24 examples where the variant with the strongest evidence of disease-association demonstrates strong association with specific transcript abundance. The prevalence of cis-acting variants among disease-associated genes was 63% higher than the genome-wide rate in our data set (P = 6.41 × 10(-6)), and although many of the implicated loci were associated with immune-related diseases (including asthma, connective tissue disorders and inflammatory bowel disease), associations with genes implicated in non-immune-related diseases including lipid profiles, anthropomorphic measurements, cancer and neurologic disease were also observed. Genetic variants that confer inter-individual differences in gene expression represent an important subset of variants that contribute to disease susceptibility. Population-based integrative genetic approaches can help identify such variation and enhance our understanding of the genetic basis of complex traits. ","Mapping of numerous disease-associated expression polymorphisms in primary peripheral blood CD4+ lymphocytes. Murphy A, Chu JH, Xu M, Carey VJ, Lazarus R, Liu A, Szefler SJ, Strunk R, Demuth K, Castro M, Hansel NN, Diette GB, Vonakis BM, Adkinson NF Jr, Klanderman BJ, Senter-Sylvia J, Ziniti J, Lange C, Pastinen T, Raby BA.Hum Mol Genet. 2010 Dec 1;19(23):4745-57. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/camp_continuation_study_childhood_asthma.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/camp_continuation_study_childhood_asthma.txt,GCD,Future,22539353,2009-5-6,2011-16-11,68,57,1.0.0,,,NA
18,Chicago_LCL,Human,Cancer,Lymphoblastoid Cell Line,unspecified,Chicago,Dolan,176,HapMap_LCL_Drug_Response_Chicago,"Cisplatin, a platinating agent commonly used to treat several cancers, is associated with nephrotoxicity, neurotoxicity, and ototoxicity, which has hindered its utility. To gain a better understanding of the genetic variants associated with cisplatin-induced toxicity, we present a stepwise approach integrating genotypes, gene expression, and sensitivity of HapMap cell lines to cisplatin. Cell lines derived from 30 trios of European descent (CEU) and 30 trios of African descent (YRI) were used to develop a preclinical model to identify genetic variants and gene expression that contribute to cisplatin-induced cytotoxicity in two different populations. Cytotoxicity was determined as cell-growth inhibition at increasing concentrations of cisplatin for 48 h. Gene expression in 176 HapMap cell lines (87 CEU and 89 YRI) was determined using the Affymetrix GeneChip Human Exon 1.0 ST Array. We identified six, two, and nine representative SNPs that contribute to cisplatin-induced cytotoxicity through their effects on 8, 2, and 16 gene expressions in the combined, Centre d'Etude du Polymorphisme Humain (CEPH), and Yoruban populations, respectively. These genetic variants contribute to 27%, 29%, and 45% of the overall variation in cell sensitivity to cisplatin in the combined, CEPH, and Yoruban populations, respectively. Our whole-genome approach can be used to elucidate the expression of quantitative trait loci contributing to a wide range of cellular phenotypes. ","Identification of genetic variants contributing to cisplatin-induced cytotoxicity by use of a genomewide approach. Huang RS, Duan S, Shukla SJ, Kistner EO, Clark TA, Chen TX, Schweitzer AC, Blume JE, Dolan ME. Am J Hum Genet. 2007 Sep;81(3):427-37. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/hapmap_lcl_drug_response_chicago.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/hapmap_lcl_drug_response_chicago.txt,GCD,Future,24150067,2010-1-11,2011-1-11,70,83,1.0.0,,,NA
19,Chicago_LCL_RNAseq,Human,Healthy,Lymphoblastoid Cell Line,unspecified,University of Chicago,Jonathan Pritchard,69,HapMap_LCL_RNAseq_Chicago,"Understanding the genetic mechanisms underlying natural variation in gene expression is a central goal of both medical and evolutionary genetics, and studies of expression quantitative trait loci (eQTLs) have become an important tool for achieving this goal. Although all eQTL studies so far have assayed messenger RNA levels using expression microarrays, recent advances in RNA sequencing enable the analysis of transcript variation at unprecedented resolution. We sequenced RNA from 69 lymphoblastoid cell lines derived from unrelated Nigerian individuals that have been extensively genotyped by the International HapMap Project. By pooling data from all individuals, we generated a map of the transcriptional landscape of these cells, identifying extensive use of unannotated untranslated regions and more than 100 new putative protein-coding exons. Using the genotypes from the HapMap project, we identified more than a thousand genes at which genetic variation influences overall expression levels or splicing. We demonstrate that eQTLs near genes generally act by a mechanism involving allele-specific expression, and that variation that influences the inclusion of an exon is enriched within and near the consensus splice sites. Our results illustrate the power of high-throughput sequencing for the joint analysis of variation in transcription, splicing and allele-specific expression across individuals. ","Understanding mechanisms underlying human gene expression variation with RNA sequencing. Pickrell JK, Marioni JC, Pai AA, Degner JF, Engelhardt BE, Nkadori E, Veyrieras JB, Stephens M, Gilad Y, Pritchard JK. Nature. 2010 Apr 1;464(7289):768-72. ",/srv/www/htdocs/Foswiki/downloads/data/v2/user_agreement_files/hapmap_lcl_rnaseq_chicago.txt,/srv/www/htdocs/Foswiki/downloads/data/v2/readme_files/hapmap_lcl_rnaseq_chicago.txt,Other,Future,21881234,2008-17-11,2010-2-3,58,32,1.0.0,,,NA
